timestamp,tag,major,room,rssi,distance,raw_distance,mac
2026-04-28T16:46:47.410292,Tag-B,40604,unknown,-89.33,13.29,,f7e6ef23cda5
2026-04-28T16:46:52.423421,Tag-B,40604,unknown,-89.67,13.67,,f7e6ef23cda5
2026-04-28T16:47:00.045921,Tag-B,40604,unknown,-89.67,13.67,,f7e6ef23cda5
2026-04-28T16:47:04.910907,Tag-B,40604,unknown,-90.67,14.89,,f7e6ef23cda5
2026-04-28T16:47:44.351601,Tag-A,60285,unknown,-91.0,15.32,,d6ac03164b2b
2026-04-28T16:48:44.366095,Tag-A,60285,unknown,-89.0,12.92,,d6ac03164b2b
2026-04-28T16:49:09.337372,Tag-A,60285,unknown,-91.0,15.32,,d6ac03164b2b
2026-04-28T16:49:57.156178,Tag-A,60285,unknown,-90.0,14.07,,d6ac03164b2b
2026-04-28T16:50:09.381965,Tag-A,60285,unknown,-89.5,13.48,,d6ac03164b2b
2026-04-28T16:50:14.357103,Tag-A,60285,unknown,-91.0,15.32,,d6ac03164b2b
2026-04-28T16:50:17.434350,Tag-B,40604,unknown,-91.0,15.32,,f7e6ef23cda5
2026-04-28T16:51:31.868977,Tag-A,60285,unknown,-90.0,14.07,,d6ac03164b2b
2026-04-28T16:51:39.458256,Tag-A,60285,unknown,-90.0,14.07,,d6ac03164b2b
2026-04-28T16:52:01.876436,Tag-A,60285,unknown,-89.0,12.92,,d6ac03164b2b
2026-04-28T16:52:04.636581,Tag-A,60285,unknown,-89.5,13.48,,d6ac03164b2b
2026-04-28T16:52:30.040886,Tag-B,40604,unknown,-91.5,15.98,,f7e6ef23cda5
2026-04-28T16:52:34.948030,Tag-B,40604,unknown,-89.5,13.48,,f7e6ef23cda5
2026-04-28T16:52:51.851602,Tag-A,60285,unknown,-89.0,12.92,,d6ac03164b2b
2026-04-28T16:52:56.873659,Tag-A,60285,unknown,-89.5,13.48,,d6ac03164b2b
2026-04-28T16:53:14.379058,Tag-A,60285,unknown,-90.0,14.07,,d6ac03164b2b
2026-04-28T16:53:21.955139,Tag-A,60285,unknown,-89.5,13.48,,d6ac03164b2b
2026-04-28T16:54:04.353303,Tag-A,60285,unknown,-90.0,14.07,,d6ac03164b2b
2026-04-28T16:54:21.876821,Tag-A,60285,unknown,-90.0,14.07,,d6ac03164b2b
2026-04-28T16:54:30.160361,Tag-B,40604,unknown,-89.0,12.92,,f7e6ef23cda5
2026-04-28T16:55:04.349871,Tag-A,60285,unknown,-91.0,15.32,,d6ac03164b2b
2026-04-28T16:55:21.868286,Tag-A,60285,unknown,-91.0,15.32,,d6ac03164b2b
2026-04-28T16:55:26.878833,Tag-A,60285,unknown,-91.0,15.32,,d6ac03164b2b
2026-04-28T16:55:34.361975,Tag-A,60285,unknown,-90.67,14.89,,d6ac03164b2b
2026-04-28T16:55:39.393717,Tag-A,60285,unknown,-90.67,14.89,,d6ac03164b2b
2026-04-28T16:55:46.866943,Tag-A,60285,unknown,-90.67,14.89,,d6ac03164b2b
2026-04-28T16:55:51.874058,Tag-A,60285,unknown,-90.67,14.89,,d6ac03164b2b
2026-04-28T16:56:51.881347,Tag-A,60285,unknown,-90.0,14.07,,d6ac03164b2b
2026-04-28T16:57:21.880573,Tag-A,60285,unknown,-89.0,12.92,,d6ac03164b2b
2026-04-28T16:57:29.354711,Tag-A,60285,unknown,-90.0,14.07,,d6ac03164b2b
2026-04-28T16:57:34.373426,Tag-A,60285,unknown,-89.67,13.67,,d6ac03164b2b
2026-04-28T16:57:41.869786,Tag-A,60285,unknown,-89.67,13.67,,d6ac03164b2b
2026-04-28T16:58:16.868248,Tag-A,60285,unknown,-90.0,14.07,,d6ac03164b2b
2026-04-28T16:58:29.360709,Tag-A,60285,unknown,-90.0,14.07,,d6ac03164b2b
2026-04-28T16:58:41.996069,Tag-A,60285,unknown,-89.5,13.48,,d6ac03164b2b
2026-04-28T16:58:55.061398,Tag-B,40604,unknown,-89.0,12.92,,f7e6ef23cda5
2026-04-28T16:59:11.865263,Tag-A,60285,unknown,-91.0,15.32,,d6ac03164b2b
2026-04-28T16:59:46.881834,Tag-A,60285,unknown,-90.0,14.07,,d6ac03164b2b
2026-04-28T17:00:54.464737,Tag-A,60285,unknown,-90.0,14.07,,d6ac03164b2b
2026-04-28T17:00:59.784879,Tag-A,60285,unknown,-90.0,14.07,,d6ac03164b2b
2026-04-28T17:01:34.394310,Tag-A,60285,unknown,-90.0,14.07,,d6ac03164b2b
2026-04-28T17:01:41.973699,Tag-A,60285,unknown,-90.0,14.07,,d6ac03164b2b
2026-04-28T17:01:54.463496,Tag-A,60285,unknown,-91.33,15.76,,d6ac03164b2b
2026-04-28T17:02:24.394599,Tag-A,60285,unknown,-91.0,15.32,,d6ac03164b2b
2026-04-28T17:02:29.387112,Tag-A,60285,unknown,-90.5,14.68,,d6ac03164b2b
2026-04-28T17:02:41.983894,Tag-A,60285,unknown,-89.5,13.48,,d6ac03164b2b
2026-04-28T17:03:19.975854,Tag-B,40604,unknown,-90.0,14.07,,f7e6ef23cda5
2026-04-28T17:03:29.502907,Tag-A,60285,unknown,-90.0,14.07,,d6ac03164b2b
2026-04-28T17:03:32.467507,Tag-B,40604,unknown,-89.5,13.48,,f7e6ef23cda5
2026-04-28T17:03:49.463870,Tag-A,60285,unknown,-91.0,15.32,,d6ac03164b2b
2026-04-28T17:04:06.879949,Tag-A,60285,unknown,-90.0,14.07,,d6ac03164b2b
2026-04-28T17:04:11.893370,Tag-A,60285,unknown,-90.0,14.07,,d6ac03164b2b
2026-04-28T17:04:44.962591,Tag-B,40604,unknown,-90.0,14.07,,f7e6ef23cda5
2026-04-28T17:04:54.386796,Tag-A,60285,unknown,-89.0,12.92,,d6ac03164b2b
2026-04-28T17:05:07.494399,Tag-B,40604,unknown,-91.0,15.32,,f7e6ef23cda5
2026-04-28T17:05:42.222015,Tag-A,60285,unknown,-89.0,12.92,,d6ac03164b2b
2026-04-28T17:05:49.482632,Tag-A,60285,unknown,-89.0,12.92,,d6ac03164b2b
2026-04-28T17:05:54.387692,Tag-A,60285,unknown,-89.0,12.92,,d6ac03164b2b
2026-04-28T17:06:02.082413,Tag-A,60285,unknown,-89.0,12.92,,d6ac03164b2b
2026-04-28T17:06:06.888988,Tag-A,60285,unknown,-89.33,13.29,,d6ac03164b2b
2026-04-28T17:06:11.906900,Tag-A,60285,unknown,-89.67,13.67,,d6ac03164b2b
2026-04-28T17:08:19.528523,Tag-A,60285,unknown,-91.0,15.32,,d6ac03164b2b
2026-04-28T17:08:49.637531,Tag-A,60285,unknown,-90.0,14.07,,d6ac03164b2b
2026-04-28T17:09:02.499320,Tag-B,40604,unknown,-91.5,15.98,,f7e6ef23cda5
2026-04-28T17:09:11.920636,Tag-A,60285,unknown,-90.0,14.07,,d6ac03164b2b
2026-04-28T17:09:15.094078,Tag-B,40604,unknown,-89.5,13.48,,f7e6ef23cda5
2026-04-28T17:09:19.404594,Tag-A,60285,unknown,-90.0,14.07,,d6ac03164b2b
2026-04-28T17:09:20.013491,Tag-B,40604,unknown,-89.5,13.48,,f7e6ef23cda5
2026-04-28T17:09:24.514691,Tag-A,60285,unknown,-89.67,13.67,,d6ac03164b2b
2026-04-28T17:09:27.560463,Tag-B,40604,unknown,-89.67,13.67,,f7e6ef23cda5
2026-04-28T17:09:31.895578,Tag-A,60285,unknown,-89.67,13.67,,d6ac03164b2b
2026-04-28T17:09:36.922598,Tag-A,60285,unknown,-90.0,14.07,,d6ac03164b2b
2026-04-28T17:10:06.916390,Tag-A,60285,unknown,-90.0,14.07,,d6ac03164b2b
2026-04-28T17:10:24.450924,Tag-A,60285,unknown,-91.0,15.32,,d6ac03164b2b
2026-04-28T17:11:07.020273,Tag-A,60285,unknown,-91.0,15.32,,d6ac03164b2b
2026-04-28T17:11:14.403194,Tag-A,60285,unknown,-90.5,14.68,,d6ac03164b2b
2026-04-28T17:11:32.544862,Tag-B,40604,unknown,-89.0,12.92,,f7e6ef23cda5
2026-04-28T17:11:44.492769,Tag-A,60285,unknown,-89.0,12.92,,d6ac03164b2b
2026-04-28T17:11:49.444425,Tag-A,60285,unknown,-89.5,13.48,,d6ac03164b2b
2026-04-28T17:12:02.521023,Tag-B,40604,unknown,-90.67,14.89,,f7e6ef23cda5
2026-04-28T17:12:15.008268,Tag-B,40604,unknown,-90.0,14.07,,f7e6ef23cda5
2026-04-28T17:12:26.903424,Tag-A,60285,unknown,-89.0,12.92,,d6ac03164b2b
2026-04-28T17:12:27.519977,Tag-B,40604,unknown,-90.0,14.07,,f7e6ef23cda5
2026-04-28T17:12:31.939584,Tag-A,60285,unknown,-89.0,12.92,,d6ac03164b2b
2026-04-28T17:12:40.003104,Tag-B,40604,unknown,-90.0,14.07,,f7e6ef23cda5
2026-04-28T17:12:56.931251,Tag-A,60285,unknown,-90.0,14.07,,d6ac03164b2b
2026-04-28T17:13:05.089341,Tag-B,40604,unknown,-91.0,15.32,,f7e6ef23cda5
2026-04-28T17:13:10.035513,Tag-B,40604,unknown,-90.33,14.47,,f7e6ef23cda5
2026-04-28T17:13:56.911417,Tag-A,60285,unknown,-90.0,14.07,,d6ac03164b2b
2026-04-28T17:14:15.031661,Tag-B,40604,unknown,-90.0,14.07,,f7e6ef23cda5
2026-04-28T17:14:57.568362,Tag-B,40604,unknown,-91.5,15.98,,f7e6ef23cda5
2026-04-28T17:15:14.422126,Tag-A,60285,unknown,-90.0,14.07,,d6ac03164b2b
2026-04-28T17:15:19.436534,Tag-A,60285,unknown,-89.0,12.92,,d6ac03164b2b
2026-04-28T17:15:44.424041,Tag-A,60285,unknown,-89.0,12.92,,d6ac03164b2b
2026-04-28T17:15:56.954161,Tag-A,60285,unknown,-89.0,12.92,,d6ac03164b2b
2026-04-28T17:16:14.433106,Tag-A,60285,unknown,-89.0,12.92,,d6ac03164b2b
2026-04-28T17:16:21.901941,Tag-A,60285,unknown,-88.5,12.38,,d6ac03164b2b
2026-04-28T17:16:39.420207,Tag-A,60285,unknown,-90.0,14.07,,d6ac03164b2b
2026-04-28T17:16:40.027659,Tag-B,40604,unknown,-91.33,15.76,,f7e6ef23cda5
2026-04-28T17:16:44.633964,Tag-A,60285,unknown,-89.0,12.92,,d6ac03164b2b
2026-04-28T17:16:47.711031,Tag-B,40604,unknown,-91.0,15.32,,f7e6ef23cda5
2026-04-28T17:17:14.451069,Tag-A,60285,unknown,-89.0,12.92,,d6ac03164b2b
2026-04-28T17:17:26.947766,Tag-A,60285,unknown,-89.0,12.92,,d6ac03164b2b
2026-04-28T17:17:35.062183,Tag-B,40604,unknown,-91.33,15.76,,f7e6ef23cda5
2026-04-28T17:17:39.415750,Tag-A,60285,unknown,-89.5,13.48,,d6ac03164b2b
2026-04-28T17:17:40.076110,Tag-B,40604,unknown,-91.33,15.76,,f7e6ef23cda5
2026-04-28T17:18:01.948635,Tag-A,60285,unknown,-89.0,12.92,,d6ac03164b2b
2026-04-28T17:18:21.918899,Tag-A,60285,unknown,-89.0,12.92,,d6ac03164b2b
2026-04-28T17:18:27.033593,Tag-A,60285,unknown,-89.5,13.48,,d6ac03164b2b
2026-04-28T17:18:44.441205,Tag-A,60285,unknown,-90.0,14.07,,d6ac03164b2b
2026-04-28T17:18:51.917609,Tag-A,60285,unknown,-89.0,12.92,,d6ac03164b2b
2026-04-28T17:19:22.566326,Tag-B,40604,unknown,-88.0,11.86,,f7e6ef23cda5
2026-04-28T17:19:26.964913,Tag-A,60285,unknown,-88.0,11.86,,d6ac03164b2b
2026-04-28T17:19:34.428813,Tag-A,60285,unknown,-91.5,15.98,,d6ac03164b2b
2026-04-28T17:19:44.453909,Tag-A,60285,unknown,-91.5,15.98,,d6ac03164b2b
2026-04-28T17:20:00.116948,Tag-B,40604,unknown,-91.5,15.98,,f7e6ef23cda5
2026-04-28T17:20:05.069695,Tag-B,40604,unknown,-90.67,14.89,,f7e6ef23cda5
2026-04-28T17:20:17.524915,Tag-B,40604,unknown,-90.0,14.07,,f7e6ef23cda5
2026-04-28T17:20:30.020933,Tag-B,40604,unknown,-91.0,15.32,,f7e6ef23cda5
2026-04-28T17:20:34.523143,Tag-A,60285,unknown,-89.0,12.92,,d6ac03164b2b
2026-04-28T17:20:52.662986,Tag-B,40604,unknown,-91.0,15.32,,f7e6ef23cda5
2026-04-28T17:20:56.947313,Tag-A,60285,unknown,-88.0,11.86,,d6ac03164b2b
2026-04-28T17:21:09.451992,Tag-A,60285,unknown,-88.0,11.86,,d6ac03164b2b
2026-04-28T17:21:17.529455,Tag-B,40604,unknown,-90.5,14.68,,f7e6ef23cda5
2026-04-28T17:21:30.062563,Tag-B,40604,unknown,-90.5,14.68,,f7e6ef23cda5
2026-04-28T17:21:34.624346,Tag-A,60285,unknown,-87.0,10.89,,d6ac03164b2b
2026-04-28T17:21:35.145039,Tag-B,40604,unknown,-90.5,14.68,,f7e6ef23cda5
2026-04-28T17:21:42.545497,Tag-B,40604,unknown,-90.67,14.89,,f7e6ef23cda5
2026-04-28T17:21:51.943566,Tag-A,60285,unknown,-90.0,14.07,,d6ac03164b2b
2026-04-28T17:22:09.473071,Tag-A,60285,unknown,-90.0,14.07,,d6ac03164b2b
2026-04-28T17:22:17.029944,Tag-A,60285,unknown,-90.0,14.07,,d6ac03164b2b
2026-04-28T17:22:22.039735,Tag-A,60285,unknown,-89.67,13.67,,d6ac03164b2b
2026-04-28T17:22:34.446544,Tag-A,60285,unknown,-88.5,12.38,,d6ac03164b2b
2026-04-28T17:22:35.159595,Tag-B,40604,unknown,-90.67,14.89,,f7e6ef23cda5
2026-04-28T17:23:16.953818,Tag-A,60285,unknown,-89.0,12.92,,d6ac03164b2b
2026-04-28T17:23:21.945153,Tag-A,60285,unknown,-89.0,12.92,,d6ac03164b2b
2026-04-28T17:23:29.527674,Tag-A,60285,unknown,-89.0,12.92,,d6ac03164b2b
2026-04-28T17:23:42.526880,Tag-B,40604,unknown,-91.5,15.98,,f7e6ef23cda5
2026-04-28T17:23:47.562183,Tag-B,40604,unknown,-89.67,13.67,,f7e6ef23cda5
2026-04-28T17:23:52.561274,Tag-B,40604,unknown,-91.33,15.76,,f7e6ef23cda5
2026-04-28T17:23:59.530045,Tag-A,60285,unknown,-90.0,14.07,,d6ac03164b2b
2026-04-28T17:24:00.141088,Tag-B,40604,unknown,-90.67,14.89,,f7e6ef23cda5
2026-04-28T17:24:04.445715,Tag-A,60285,unknown,-89.5,13.48,,d6ac03164b2b
2026-04-28T17:24:12.637508,Tag-B,40604,unknown,-91.33,15.76,,f7e6ef23cda5
2026-04-28T17:24:17.562987,Tag-B,40604,unknown,-90.5,14.68,,f7e6ef23cda5
2026-04-28T17:24:51.960662,Tag-A,60285,unknown,-89.0,12.92,,d6ac03164b2b
2026-04-28T17:24:59.560103,Tag-A,60285,unknown,-88.5,12.38,,d6ac03164b2b
2026-04-28T17:25:04.450506,Tag-A,60285,unknown,-88.67,12.55,,d6ac03164b2b
2026-04-28T17:25:21.985073,Tag-A,60285,unknown,-89.0,12.92,,d6ac03164b2b
2026-04-28T17:25:22.579736,Tag-B,40604,unknown,-91.5,15.98,,f7e6ef23cda5
2026-04-28T17:25:29.447890,Tag-A,60285,unknown,-89.0,12.92,,d6ac03164b2b
2026-04-28T17:25:34.467362,Tag-A,60285,unknown,-89.0,12.92,,d6ac03164b2b
2026-04-28T17:26:11.929981,Tag-A,60285,unknown,-90.0,14.07,,d6ac03164b2b
2026-04-28T17:26:25.069383,Tag-B,40604,unknown,-91.33,15.76,,f7e6ef23cda5
2026-04-28T17:26:29.467977,Tag-A,60285,unknown,-89.0,12.92,,d6ac03164b2b
2026-04-28T17:26:30.056120,Tag-B,40604,unknown,-91.33,15.76,,f7e6ef23cda5
2026-04-28T17:26:42.565641,Tag-B,40604,unknown,-90.5,14.68,,f7e6ef23cda5
2026-04-28T17:26:51.980659,Tag-A,60285,unknown,-87.0,10.89,,d6ac03164b2b
2026-04-28T17:27:04.458883,Tag-A,60285,unknown,-88.5,12.38,,d6ac03164b2b
2026-04-28T17:27:05.092430,Tag-B,40604,unknown,-91.33,15.76,,f7e6ef23cda5
2026-04-28T17:27:17.086873,Tag-A,60285,unknown,-89.5,13.48,,d6ac03164b2b
2026-04-28T17:27:24.552075,Tag-A,60285,unknown,-88.5,12.38,,d6ac03164b2b
2026-04-28T17:27:29.445734,Tag-A,60285,unknown,-88.33,12.2,,d6ac03164b2b
2026-04-28T17:27:30.206106,Tag-B,40604,unknown,-91.0,15.32,,f7e6ef23cda5
2026-04-28T17:27:34.477124,Tag-A,60285,unknown,-88.33,12.2,,d6ac03164b2b
2026-04-28T17:27:37.660182,Tag-B,40604,unknown,-91.5,15.98,,f7e6ef23cda5
2026-04-28T17:27:42.567547,Tag-B,40604,unknown,-91.33,15.76,,f7e6ef23cda5
2026-04-28T17:27:59.465175,Tag-A,60285,unknown,-89.0,12.92,,d6ac03164b2b
2026-04-28T17:28:29.461583,Tag-A,60285,unknown,-89.0,12.92,,d6ac03164b2b
2026-04-28T17:28:47.589368,Tag-B,40604,unknown,-90.33,14.47,,f7e6ef23cda5
2026-04-28T17:28:55.048739,Tag-B,40604,unknown,-89.0,12.92,,f7e6ef23cda5
2026-04-28T17:29:00.087531,Tag-B,40604,unknown,-89.67,13.67,,f7e6ef23cda5
2026-04-28T17:30:11.962901,Tag-A,60285,unknown,-90.0,14.07,,d6ac03164b2b
2026-04-28T17:30:12.563947,Tag-B,40604,unknown,-91.0,15.32,,f7e6ef23cda5
2026-04-28T17:30:25.062959,Tag-B,40604,unknown,-91.0,15.32,,f7e6ef23cda5
2026-04-28T17:30:50.054929,Tag-B,40604,unknown,-91.5,15.98,,f7e6ef23cda5
2026-04-28T17:30:59.462707,Tag-A,60285,unknown,-88.0,11.86,,d6ac03164b2b
2026-04-28T17:31:07.050531,Tag-A,60285,unknown,-88.0,11.86,,d6ac03164b2b
2026-04-28T17:31:12.580326,Tag-B,40604,unknown,-91.0,15.32,,f7e6ef23cda5
